match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,agency
Fulham v Manchester United,Fulham,Manchester United,Player Tackles,Kenny Tete,Fulham,Manchester United,2.5,1.55,Neds
Fulham v Manchester United,Fulham,Manchester United,Player Tackles,Luke Shaw,Manchester United,Fulham,2.5,3.3,Neds
Fulham v Manchester United,Fulham,Manchester United,Player Tackles,Calvin Bassey,Fulham,Manchester United,2.5,2.95,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Jo<c3><ab>l Veltman,NA,NA,3.5,3.5,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Carlos Baleba,Brighton & Hove Albion,Everton,3.5,2.85,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Idrissa Gueye,Everton,Brighton & Hove Albion,3.5,3.15,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Jake O'Brien,Everton,Brighton & Hove Albion,3.5,4,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Adam Aznou,Everton,Brighton & Hove Albion,3.5,2,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Mats Wieffer,Brighton & Hove Albion,Everton,3.5,1.7,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Jack Hinshelwood,Brighton & Hove Albion,Everton,3.5,4,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Tim Iroegbunam,Everton,Brighton & Hove Albion,3.5,4,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,James Milner,Brighton & Hove Albion,Everton,3.5,2.25,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Matt O'Riley,Brighton & Hove Albion,Everton,3.5,2.9,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Nathan Patterson,Everton,Brighton & Hove Albion,3.5,2.45,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Diego Gomez,NA,NA,3.5,2.25,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,James Garner,Everton,Brighton & Hove Albion,3.5,3.7,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Yankuba Minteh,Brighton & Hove Albion,Everton,3.5,2.9,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,James Milner,Brighton & Hove Albion,Everton,4.5,3.7,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Mats Wieffer,Brighton & Hove Albion,Everton,4.5,2.45,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Nathan Patterson,Everton,Brighton & Hove Albion,4.5,4.2,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Adam Aznou,Everton,Brighton & Hove Albion,4.5,3.1,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Diego Gomez,NA,NA,4.5,3.7,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Tyrick Mitchell,Crystal Palace,Nottingham Forest,2.5,2.15,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Jota Silva,Nottingham Forest,Crystal Palace,2.5,2.85,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Omar Richards,Nottingham Forest,Crystal Palace,2.5,2.2,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Will Hughes,Crystal Palace,Nottingham Forest,2.5,2.05,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Elliot Anderson,Nottingham Forest,Crystal Palace,2.5,1.8,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Maxence Lacroix,Crystal Palace,Nottingham Forest,2.5,2.6,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Odsonne Edouard,NA,NA,2.5,3.25,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,James McAtee,Manchester City,Crystal Palace,2.5,2.75,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Ola Aina,Nottingham Forest,Crystal Palace,2.5,2.75,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Chris Richards,Crystal Palace,Nottingham Forest,2.5,3.05,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Ryan Yates,Nottingham Forest,Crystal Palace,2.5,2.45,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Ibrahim Sangar<c3><a9>,NA,NA,2.5,1.62,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Nathaniel Clyne,Crystal Palace,Nottingham Forest,2.5,3.1,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Willy Boly,Nottingham Forest,Crystal Palace,2.5,2.15,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Daniel Mu<c3><b1>oz,NA,NA,2.5,1.72,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Borna Sosa,Crystal Palace,Nottingham Forest,2.5,2.5,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Daichi Kamada,Crystal Palace,Nottingham Forest,2.5,2.55,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Justin Devenny,Crystal Palace,Nottingham Forest,2.5,2.3,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Adam Wharton,Crystal Palace,Nottingham Forest,2.5,2.25,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Neco Williams,Nottingham Forest,Crystal Palace,2.5,1.9100000000000001,Neds
Fulham v Manchester United,Fulham,Manchester United,Player Tackles,Timothy Castagne,Fulham,Manchester United,3.5,4,Neds
Fulham v Manchester United,Fulham,Manchester United,Player Tackles,Kenny Tete,Fulham,Manchester United,3.5,2.3,Neds
Fulham v Manchester United,Fulham,Manchester United,Player Tackles,Sa<c5><a1>a Luki<c4><87>,NA,NA,3.5,2.9,Neds
Fulham v Manchester United,Fulham,Manchester United,Player Tackles,Sander Berge,Fulham,Manchester United,3.5,3.4,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Omar Richards,Nottingham Forest,Crystal Palace,3.5,3.75,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Will Hughes,Crystal Palace,Nottingham Forest,3.5,3.4,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Justin Devenny,Crystal Palace,Nottingham Forest,3.5,4,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Elliot Anderson,Nottingham Forest,Crystal Palace,3.5,2.85,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Ibrahim Sangar<c3><a9>,NA,NA,3.5,2.45,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Daniel Mu<c3><b1>oz,NA,NA,3.5,2.7,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Willy Boly,Nottingham Forest,Crystal Palace,3.5,3.75,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Neco Williams,Nottingham Forest,Crystal Palace,3.5,3.1,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Adam Wharton,Crystal Palace,Nottingham Forest,3.5,4,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Tyrick Mitchell,Crystal Palace,Nottingham Forest,3.5,3.75,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Jo<c3><ab>l Veltman,NA,NA,2.5,2.05,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,James Milner,Brighton & Hove Albion,Everton,2.5,1.53,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Georginio Rutter,Brighton & Hove Albion,Everton,2.5,2.7,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,James Tarkowski,Everton,Brighton & Hove Albion,2.5,3.2,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Kiernan Dewsbury-Hall,Everton,Brighton & Hove Albion,2.5,3.2,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Iliman Ndiaye,Everton,Brighton & Hove Albion,2.5,2.75,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Vitaliy Mykolenko,Everton,Brighton & Hove Albion,2.5,2.65,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Carlos Alcaraz,Everton,Brighton & Hove Albion,2.5,2.95,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Adam Aznou,Everton,Brighton & Hove Albion,2.5,1.4,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Diego Gomez,NA,NA,2.5,1.52,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Jack Hinshelwood,Brighton & Hove Albion,Everton,2.5,2.3,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,James Garner,Everton,Brighton & Hove Albion,2.5,2.15,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Yankuba Minteh,Brighton & Hove Albion,Everton,2.5,1.8,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Matt O'Riley,Brighton & Hove Albion,Everton,2.5,1.8,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Nathan Patterson,Everton,Brighton & Hove Albion,2.5,1.6400000000000001,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Idrissa Gueye,Everton,Brighton & Hove Albion,2.5,1.92,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Diego Coppola,Brighton & Hove Albion,Everton,2.5,2.75,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Tim Iroegbunam,Everton,Brighton & Hove Albion,2.5,2.25,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,S<c3><a9>amus Coleman,NA,NA,2.5,2.3,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Carlos Baleba,Brighton & Hove Albion,Everton,2.5,1.8,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Mats Wieffer,Brighton & Hove Albion,Everton,2.5,1.26,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Maxim De Cuyper,Brighton & Hove Albion,Everton,2.5,2.3,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Jack Grealish,Everton,Brighton & Hove Albion,2.5,3.05,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Olivier Boscagli,Brighton & Hove Albion,Everton,2.5,2.55,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Yasin Ayari,Brighton & Hove Albion,Everton,2.5,2.5,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Jake O'Brien,Everton,Brighton & Hove Albion,2.5,2.25,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Harrison Armstrong,Everton,Brighton & Hove Albion,2.5,3,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Elliot Anderson,Nottingham Forest,Crystal Palace,0.5,1.01,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,James McAtee,Manchester City,Crystal Palace,0.5,1.13,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Daichi Kamada,Crystal Palace,Nottingham Forest,0.5,1.1,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Ibrahim Sangar<c3><a9>,NA,NA,0.5,1.01,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Ryan Yates,Nottingham Forest,Crystal Palace,0.5,1.08,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Dan Ndoye,Nottingham Forest,Crystal Palace,0.5,1.6800000000000002,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Murillo,Nottingham Forest,Crystal Palace,0.5,1.33,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Neco Williams,Nottingham Forest,Crystal Palace,0.5,1.01,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Borna Sosa,Crystal Palace,Nottingham Forest,0.5,1.09,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Will Hughes,Crystal Palace,Nottingham Forest,0.5,1.03,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Adam Wharton,Crystal Palace,Nottingham Forest,0.5,1.06,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Tyrick Mitchell,Crystal Palace,Nottingham Forest,0.5,1.05,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Daniel Mu<c3><b1>oz,NA,NA,0.5,1.01,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Maxence Lacroix,Crystal Palace,Nottingham Forest,0.5,1.1,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Zach Abbott,Nottingham Forest,Crystal Palace,0.5,1.22,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Justin Devenny,Crystal Palace,Nottingham Forest,0.5,1.06,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Morgan Gibbs-White,Nottingham Forest,Crystal Palace,0.5,1.53,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Ola Aina,Nottingham Forest,Crystal Palace,0.5,1.12,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Nikola Milenkovi<c4><87>,NA,NA,0.5,1.5,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Omari Hutchinson,Ipswich Town,Crystal Palace,0.5,1.5699999999999998,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Romain Esse,Crystal Palace,Nottingham Forest,0.5,1.28,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Jefferson Lerma,Crystal Palace,Nottingham Forest,0.5,1.32,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Arnaud Kalimuendo,NA,NA,0.5,1.77,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Chris Richards,Crystal Palace,Nottingham Forest,0.5,1.17,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Omar Richards,Nottingham Forest,Crystal Palace,0.5,1.05,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Willy Boly,Nottingham Forest,Crystal Palace,0.5,1.04,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Odsonne Edouard,NA,NA,0.5,1.19,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Jota Silva,Nottingham Forest,Crystal Palace,0.5,1.1400000000000001,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Nathaniel Clyne,Crystal Palace,Nottingham Forest,0.5,1.17,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Marc Gu<c3><a9>hi,NA,NA,0.5,1.33,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Ibrahima Konat<c3><a9>,NA,NA,2.5,2.85,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Harvey Elliott,Liverpool,Newcastle United,2.5,2.75,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Alexis Mac Allister,Liverpool,Newcastle United,2.5,1.85,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Malick Thiaw,Newcastle United,Liverpool,2.5,2.8,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Dominik Szoboszlai,Liverpool,Newcastle United,2.5,2.02,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Joelinton,Newcastle United,Liverpool,2.5,1.83,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Lewis Hall,Newcastle United,Liverpool,2.5,2.25,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Bruno Guimar<c3><a3>es,NA,NA,2.5,2.02,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Kieran Trippier,Newcastle United,Liverpool,2.5,2.3,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Sandro Tonali,Newcastle United,Liverpool,2.5,3.1,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Conor Bradley,Liverpool,Newcastle United,2.5,2.4,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Emil Krafth,Newcastle United,Liverpool,2.5,3.05,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Curtis Jones,Liverpool,Newcastle United,2.5,2.15,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Florian Wirtz,Liverpool,Newcastle United,2.5,3.1,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Wataru Endo,Liverpool,Newcastle United,2.5,2.1,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Milos Kerkez,Liverpool,Newcastle United,2.5,3.2,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Lewis Miley,Newcastle United,Liverpool,2.5,2.05,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Ryan Gravenberch,Liverpool,Newcastle United,2.5,2.6,Neds
Newcastle United v Liverpool,Newcastle United,Liverpool,Player Tackles,Jacob Ramsey,Aston Villa,Newcastle United,2.5,3.2,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Will Hughes,Crystal Palace,Nottingham Forest,1.5,1.3599999999999999,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Maxence Lacroix,Crystal Palace,Nottingham Forest,1.5,1.58,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Neco Williams,Nottingham Forest,Crystal Palace,1.5,1.32,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Daichi Kamada,Crystal Palace,Nottingham Forest,1.5,1.5699999999999998,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Nathaniel Clyne,Crystal Palace,Nottingham Forest,1.5,1.78,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Ola Aina,Nottingham Forest,Crystal Palace,1.5,1.6400000000000001,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Murillo,Nottingham Forest,Crystal Palace,1.5,2.25,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Borna Sosa,Crystal Palace,Nottingham Forest,1.5,1.55,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Willy Boly,Nottingham Forest,Crystal Palace,1.5,1.4,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Romain Esse,Crystal Palace,Nottingham Forest,1.5,2.1,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Ryan Yates,Nottingham Forest,Crystal Palace,1.5,1.53,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Tyrick Mitchell,Crystal Palace,Nottingham Forest,1.5,1.42,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Chris Richards,Crystal Palace,Nottingham Forest,1.5,1.77,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Omar Richards,Nottingham Forest,Crystal Palace,1.5,1.42,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Zach Abbott,Nottingham Forest,Crystal Palace,1.5,1.94,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Marc Gu<c3><a9>hi,NA,NA,1.5,2.25,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Justin Devenny,Crystal Palace,Nottingham Forest,1.5,1.46,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Daniel Mu<c3><b1>oz,NA,NA,1.5,1.24,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,James McAtee,Manchester City,Crystal Palace,1.5,1.6400000000000001,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Adam Wharton,Crystal Palace,Nottingham Forest,1.5,1.45,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Elliot Anderson,Nottingham Forest,Crystal Palace,1.5,1.26,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Odsonne Edouard,NA,NA,1.5,1.85,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Ibrahim Sangar<c3><a9>,NA,NA,1.5,1.19,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Jefferson Lerma,Crystal Palace,Nottingham Forest,1.5,2.25,Neds
Crystal Palace v Nottingham Forest,Crystal Palace,Nottingham Forest,Player Tackles,Jota Silva,Nottingham Forest,Crystal Palace,1.5,1.67,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Maxim De Cuyper,Brighton & Hove Albion,Everton,0.5,1.06,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,James Tarkowski,Everton,Brighton & Hove Albion,0.5,1.18,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Mats Wieffer,Brighton & Hove Albion,Everton,0.5,1.01,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Iliman Ndiaye,Everton,Brighton & Hove Albion,0.5,1.12,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Brajan Gruda,Brighton & Hove Albion,Everton,0.5,1.28,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Olivier Boscagli,Brighton & Hove Albion,Everton,0.5,1.09,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Jack Hinshelwood,Brighton & Hove Albion,Everton,0.5,1.06,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Matt O'Riley,Brighton & Hove Albion,Everton,0.5,1.01,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Harrison Armstrong,Everton,Brighton & Hove Albion,0.5,1.16,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Danny Welbeck,Brighton & Hove Albion,Everton,0.5,1.6400000000000001,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Nathan Patterson,Everton,Brighton & Hove Albion,0.5,1.01,Neds
Everton v Brighton & Hove Albion,Everton,Brighton & Hove Albion,Player Tackles,Kiernan Dewsbury-Hall,Everton,Brighton & Hove Albion,0.5,1.19,Neds
