match,player_name,line,over_price,market_name,agency,under_price,player_team
Brentford v Nottingham Forest,Dango Ouattara,4.5,5.5,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Dango Ouattara,5.5,11,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Dango Ouattara,6.5,21,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Dango Ouattara,7.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Dango Ouattara,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Dilane Bakwa,0.5,1.2,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Dilane Bakwa,1.5,1.83,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Dilane Bakwa,2.5,3.75,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Dilane Bakwa,3.5,8,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Dilane Bakwa,4.5,19,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Dilane Bakwa,5.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Dilane Bakwa,6.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Dilane Bakwa,7.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Dilane Bakwa,8.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Douglas Luiz,0.5,1.66,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Douglas Luiz,1.5,4,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Douglas Luiz,2.5,11,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Douglas Luiz,3.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Douglas Luiz,4.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Douglas Luiz,5.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Douglas Luiz,6.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Douglas Luiz,7.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Douglas Luiz,8.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Elliot Anderson,0.5,1.66,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Elliot Anderson,1.5,4,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Elliot Anderson,2.5,11,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Elliot Anderson,3.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Elliot Anderson,4.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Elliot Anderson,5.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Elliot Anderson,6.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Elliot Anderson,7.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Elliot Anderson,8.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Ethan Pinnock,0.5,1.72,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Ethan Pinnock,1.5,4.33,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Ethan Pinnock,2.5,13,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Ethan Pinnock,3.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Ethan Pinnock,4.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Ethan Pinnock,5.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Ethan Pinnock,6.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Ethan Pinnock,7.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Ethan Pinnock,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Felipe Morato,0.5,2.75,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Felipe Morato,1.5,10,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Felipe Morato,2.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Felipe Morato,3.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Felipe Morato,4.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Felipe Morato,5.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Felipe Morato,6.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Felipe Morato,7.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Felipe Morato,8.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Frank Onyeka,0.5,1.28,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Frank Onyeka,1.5,2.2,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Frank Onyeka,2.5,4.5,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Frank Onyeka,3.5,11,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Frank Onyeka,4.5,21,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Frank Onyeka,5.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Frank Onyeka,6.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Frank Onyeka,7.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Frank Onyeka,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Ibrahim Sangaré,0.5,1.83,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Ibrahim Sangaré,1.5,5,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Ibrahim Sangaré,2.5,15,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Ibrahim Sangaré,3.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Ibrahim Sangaré,4.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Ibrahim Sangaré,5.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Ibrahim Sangaré,6.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Ibrahim Sangaré,7.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Ibrahim Sangaré,8.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Igor Jesus,0.5,1.03,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Igor Jesus,1.5,1.18,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Igor Jesus,2.5,1.53,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Igor Jesus,3.5,2.25,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Igor Jesus,4.5,3.75,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Igor Jesus,5.5,7,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Igor Jesus,6.5,13,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Igor Jesus,7.5,21,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Igor Jesus,8.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Igor Thiago,0.5,1.015,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Igor Thiago,1.5,1.1,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Igor Thiago,2.5,1.33,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Igor Thiago,3.5,1.8,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Igor Thiago,4.5,2.75,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Igor Thiago,5.5,4.5,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Igor Thiago,6.5,8,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Igor Thiago,7.5,15,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Igor Thiago,8.5,21,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Jair Cunha,0.5,2.37,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jair Cunha,1.5,8,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jair Cunha,2.5,21,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jair Cunha,3.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jair Cunha,4.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jair Cunha,5.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jair Cunha,6.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jair Cunha,7.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jair Cunha,8.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,James McAtee,0.5,1.33,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,James McAtee,1.5,2.37,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,James McAtee,2.5,5.5,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,James McAtee,3.5,13,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,James McAtee,4.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,James McAtee,5.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,James McAtee,6.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,James McAtee,7.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,James McAtee,8.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jimmy Sinclair,0.5,1.66,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jimmy Sinclair,1.5,4,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jimmy Sinclair,2.5,11,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jimmy Sinclair,3.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jimmy Sinclair,4.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jimmy Sinclair,5.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jimmy Sinclair,6.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jimmy Sinclair,7.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jimmy Sinclair,8.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Jordan Henderson,0.5,1.61,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Jordan Henderson,1.5,3.75,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Jordan Henderson,2.5,11,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Jordan Henderson,3.5,21,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Jordan Henderson,4.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Jordan Henderson,5.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Jordan Henderson,6.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Jordan Henderson,7.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Jordan Henderson,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kaye Furo,0.5,1.025,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kaye Furo,1.5,1.16,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kaye Furo,2.5,1.5,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kaye Furo,3.5,2.2,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kaye Furo,4.5,3.5,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kaye Furo,5.5,6.5,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kaye Furo,6.5,13,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kaye Furo,7.5,21,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kaye Furo,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Keane Lewis-Potter,0.5,1.083,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Keane Lewis-Potter,1.5,1.4,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Keane Lewis-Potter,2.5,2.2,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Keane Lewis-Potter,3.5,3.75,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Keane Lewis-Potter,4.5,8,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Keane Lewis-Potter,5.5,17,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Keane Lewis-Potter,6.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Keane Lewis-Potter,7.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Keane Lewis-Potter,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kevin Schade,0.5,1.062,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kevin Schade,1.5,1.33,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kevin Schade,2.5,1.9,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kevin Schade,3.5,3.4,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kevin Schade,4.5,6,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kevin Schade,5.5,13,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kevin Schade,6.5,21,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kevin Schade,7.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kevin Schade,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kristoffer Ajer,0.5,1.72,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kristoffer Ajer,1.5,4.33,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kristoffer Ajer,2.5,13,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kristoffer Ajer,3.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kristoffer Ajer,4.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kristoffer Ajer,5.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kristoffer Ajer,6.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kristoffer Ajer,7.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Kristoffer Ajer,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Lorenzo Lucca,0.5,1.083,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Lorenzo Lucca,1.5,1.4,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Lorenzo Lucca,2.5,2.2,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Lorenzo Lucca,3.5,3.75,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Lorenzo Lucca,4.5,8,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Lorenzo Lucca,5.5,17,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Lorenzo Lucca,6.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Lorenzo Lucca,7.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Lorenzo Lucca,8.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Mathias Jensen,0.5,1.44,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mathias Jensen,1.5,3,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mathias Jensen,2.5,7,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mathias Jensen,3.5,19,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mathias Jensen,4.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mathias Jensen,5.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mathias Jensen,6.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mathias Jensen,7.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mathias Jensen,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Michael Kayode,0.5,1.83,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Michael Kayode,1.5,5,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Michael Kayode,2.5,15,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Michael Kayode,3.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Michael Kayode,4.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Michael Kayode,5.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Michael Kayode,6.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Michael Kayode,7.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Michael Kayode,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mikkel Damsgaard,0.5,1.14,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mikkel Damsgaard,1.5,1.61,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mikkel Damsgaard,2.5,2.75,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mikkel Damsgaard,3.5,5.5,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mikkel Damsgaard,4.5,13,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mikkel Damsgaard,5.5,21,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mikkel Damsgaard,6.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mikkel Damsgaard,7.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Mikkel Damsgaard,8.5,NA,Player Shots,Bet365,NA,Brentford
Brentford v Nottingham Forest,Morgan Gibbs-White,0.5,1.14,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Morgan Gibbs-White,1.5,1.66,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Morgan Gibbs-White,2.5,3,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Morgan Gibbs-White,3.5,6,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Morgan Gibbs-White,4.5,13,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Morgan Gibbs-White,5.5,21,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Morgan Gibbs-White,6.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Morgan Gibbs-White,7.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Morgan Gibbs-White,8.5,NA,Player Shots,Bet365,NA,Nottingham Forest
Brentford v Nottingham Forest,Murillo dos Santos,0.5,2.2,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Murillo dos Santos,1.5,7,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Murillo dos Santos,2.5,21,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Murillo dos Santos,3.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Murillo dos Santos,4.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Murillo dos Santos,5.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Murillo dos Santos,6.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Murillo dos Santos,7.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Murillo dos Santos,8.5,NA,Player Shots,Bet365,NA,NA
Brentford v Nottingham Forest,Nathan Collins,0.5,1.72,Player Shots,Bet365,NA,Brentford
